epoch,lr,train_loss,valid_loss,valid_miou,valid_pixel_acc
1,9.990232305719945e-05,1.5500650439622268,2.395923388004303,0.05937985774426554,0.21473259923244542
1,9.990232305719945e-05,1.5570219151628841,2.392818397283554,0.04344793753986275,0.21143945177763185
2,9.960967771506666e-05,1.120748111661875,2.1945272386074066,0.18414691723006688,0.4264387374022908
3,9.912321891107009e-05,1.0150760689621452,2.0110616028308868,0.33588478752677603,0.6151715443920618
4,9.844486647586723e-05,0.9495450153290851,1.8018312931060791,0.4291976832797327,0.6958757735705777
5,9.757729755661011e-05,0.8440780334127774,1.5679257184267044,0.5008812940912447,0.7487460182891016
6,9.652393605146844e-05,0.7763327616940504,1.3538694262504578,0.5596569991676149,0.7815192137460634
7,9.528893909706797e-05,0.7530829889594384,1.163123868405819,0.5962812782894777,0.7991092394095904
8,9.387718066217124e-05,0.7011489245876577,0.9954556033015252,0.6207870768420215,0.8103335873844527
9,9.229423231234974e-05,0.6481242007429495,0.8583146542310714,0.6398757449460538,0.8191447083583707
10,9.054634122155989e-05,0.625742903108117,0.7591311484575272,0.6507749429706087,0.8251016173514547
11,8.864040551740155e-05,0.5708041777775722,0.6820103585720062,0.655705198730156,0.829568337416139
12,8.658394705735986e-05,0.5749326275204713,0.6214914850890636,0.6625786659168623,0.8340019669418521
13,8.438508174347008e-05,0.5318638412457593,0.5746402993798256,0.6701593192911078,0.8377482902365491
14,8.205248749256013e-05,0.5279801372649535,0.5386495970189571,0.6760349845331526,0.8411586156081253
15,7.959536998847742e-05,0.5094483717807434,0.5118254713714123,0.6800358080452804,0.8437010574481699
16,7.702342635146032e-05,0.5269590850521184,0.4906876370310783,0.6861347121141841,0.8460391094763327
17,7.434680686803489e-05,0.4564007628451353,0.4749538622796535,0.6906669638190722,0.8481369928205551
18,7.157607493247108e-05,0.4486221195954197,0.46357679590582845,0.6936949908740891,0.849438583161912
19,6.872216535789155e-05,0.4318557509086417,0.4545383144170046,0.6944186799448681,0.8505680655447954
20,6.579634122155988e-05,0.4336501699198717,0.44793433845043185,0.6959117723944602,0.8519901063222622
21,6.28101494146603e-05,0.4184440703324552,0.44463518895208837,0.6981925438125391,0.8530255407598396
22,5.9775375071993364e-05,0.3976744937259446,0.44050780311226845,0.700805536845936,0.8543163449842994
23,5.670399506143306e-05,0.40584521511065885,0.4380214709788561,0.702833856766699,0.8553581833372788
24,5.3608130716701005e-05,0.3838643738121357,0.435871609672904,0.7050347131887692,0.8567024919470764
25,5.049999999999999e-05,0.32901513838917956,0.43364767022430895,0.7071713386638897,0.8579245578987061
26,4.7391869283298976e-05,0.3667605180035597,0.4327832881361246,0.7062868850898033,0.8585011616330981
27,4.429600493856693e-05,0.32546635286050773,0.43336259834468366,0.7062280931543193,0.8590924747021846
28,4.122462492800662e-05,0.32725050895468993,0.4344702083617449,0.7071876311484508,0.8599630793513529
29,3.8189850585339674e-05,0.30115679459376904,0.4356360163539648,0.7081279416398922,0.8605409507550053
30,3.5203658778440106e-05,0.3224782006545637,0.4374997492879629,0.7082971832623455,0.86061960089007
31,3.227783464210844e-05,0.2805757128030249,0.4390608161687851,0.7086009270572196,0.8608772765236242
32,2.942392506752889e-05,0.2750366453854543,0.44059008844196795,0.7086583806520962,0.8610396583989788
33,2.6653193131965075e-05,0.2709748444129836,0.44162341915071013,0.7093816748097043,0.86133810708435
34,2.3976573648539646e-05,0.2539928140786459,0.4435998346656561,0.709383737113042,0.8614666880888201
35,2.1404630011522576e-05,0.2502380625444388,0.44602884612977506,0.7095080559106324,0.8616006785440137
36,1.8947512507439848e-05,0.24104911843373342,0.4473901499062777,0.7100762912864121,0.8618991272293849
37,1.66149182565299e-05,0.24182492400865135,0.4492829769849777,0.7103180154087035,0.8619907709743693
38,1.4416052942640132e-05,0.23603487431815584,0.45122428685426713,0.7102629237356576,0.8620673993955272
39,1.235959448259843e-05,0.2366605762790584,0.45331012420356276,0.7104515375544683,0.8620793657562186
40,1.04536587784401e-05,0.2187218354464327,0.45460533127188685,0.7106665070047544,0.8621452627013958
41,8.70576768765026e-06,0.2306007985611382,0.45538367666304114,0.7109606587652739,0.8622084057443864
42,7.122819337828748e-06,0.2275932288301066,0.4560455460101366,0.7115204613465139,0.8624540275917831
43,5.711060902932039e-06,0.21836773807522636,0.4562205582857132,0.7118875035160234,0.862726762261897
44,4.476063948531556e-06,0.2329524056341663,0.45733842737972735,0.7120461344216705,0.862926933795033
45,3.4227024433898985e-06,0.21774227366601145,0.4587337143719196,0.7118124835028833,0.862952866373956
46,2.555133524132766e-06,0.22137760900476444,0.4594803646206856,0.7118530971858014,0.8630144139021878
47,1.8767810889299075e-06,0.2202613982108404,0.46044529788196087,0.7119715289109172,0.8631609717681532
48,1.3903222849333503e-06,0.22571753715194245,0.46083410680294035,0.7120090528979434,0.8632340376015619
49,1.0976769428005576e-06,0.21091278417492812,0.46143817752599714,0.7122314533227777,0.8633737107120609
50,1e-06,0.22233668874082324,0.46233645640313625,0.7123385002695216,0.8634760312921097
1,9.990232305719945e-05,1.5625848020397641,2.4248953223228455,0.04220455266883838,0.20532666317824486
2,9.960967771506666e-05,1.1205944388917408,2.1940960705280306,0.1442598861512131,0.32378234520955107
3,9.912321891107009e-05,1.0099822085983348,2.0183944523334505,0.28973911580342593,0.5434138363783004
4,9.844486647586723e-05,0.9437222456407247,1.8195746690034866,0.39298498897747075,0.6573682762139414
5,9.757729755661011e-05,0.8436511901189696,1.5911656081676484,0.4837040786707558,0.7366849102486885
6,9.652393605146844e-05,0.7800093679308141,1.377047261595726,0.5448301378533177,0.7752343827573026
7,9.528893909706797e-05,0.7630267206977748,1.1874799326062202,0.5893585942574711,0.7953500208586234
8,9.387718066217124e-05,0.7054679324416995,1.0168799132108688,0.6172140845516403,0.8086365716592997
9,9.229423231234974e-05,0.6426942071074959,0.8749291390180588,0.636102457777699,0.8174723466146969
10,9.054634122155989e-05,0.6335720495795304,0.7697765350341796,0.6489623589077114,0.8243324371713062
11,8.864040551740155e-05,0.5587479487155218,0.692775658518076,0.6551588401910825,0.82915307737969
12,8.658394705735986e-05,0.5774348768985497,0.6264376781880856,0.6622635409864716,0.8336296109529596
13,8.438508174347008e-05,0.5372757457149854,0.5774057559669018,0.667779455911063,0.837338570789023
14,8.205248749256013e-05,0.521294356423354,0.5394573107361793,0.6737882664877461,0.8411387809554725
15,7.959536998847742e-05,0.5071838918909337,0.5127544820308685,0.6776090053846189,0.843763861717479
16,7.702342635146032e-05,0.5186635920274183,0.49252874329686164,0.6839856729789874,0.846156532805674
17,7.434680686803489e-05,0.4525818797589848,0.476618642359972,0.6884964713628017,0.8480705603943972
18,7.157607493247108e-05,0.467361108405785,0.4650158151984215,0.6923590692947266,0.8494213712732464
19,6.872216535789155e-05,0.42667383330423125,0.45684105157852173,0.6947629563459388,0.8508743497375783
20,6.579634122155988e-05,0.43110161963498816,0.45129318833351134,0.6969152337295046,0.8517201801952512
21,6.28101494146603e-05,0.414947176973025,0.4488505721092224,0.6987026330290218,0.8523917935550777
22,5.9775375071993364e-05,0.3944542854087158,0.44557619020342826,0.7007141658606465,0.8531950805952424
23,5.670399506143306e-05,0.40628434445872996,0.44338890053331853,0.7025428784780592,0.8540288791231243
24,5.3608130716701005e-05,0.3765770107882578,0.44139343239367007,0.7044237881650802,0.8551051958943515
25,5.049999999999999e-05,0.3260951743654485,0.4393830243498087,0.7060034536193307,0.8560284743869284
26,4.7391869283298976e-05,0.3588629929149676,0.4394243504852057,0.706798237451332,0.8567541057567069
27,4.429600493856693e-05,0.3215748582902195,0.43970463834702966,0.7078695050512336,0.8577714540509562
28,4.122462492800662e-05,0.33275060449381294,0.4406985830515623,0.7090081527051291,0.8588698894651418
29,3.8189850585339674e-05,0.3037014606426347,0.44161802642047404,0.7096671186619449,0.8595647689271708
30,3.5203658778440106e-05,0.3222617321887856,0.44363633207976816,0.7107867545712144,0.8598628569824939
31,3.227783464210844e-05,0.2787730998400622,0.4458277657628059,0.7108843243839673,0.8602075537395052
32,2.942392506752889e-05,0.2782494679749387,0.44796117804944513,0.7110032153797322,0.8605043522692012
33,2.6653193131965075e-05,0.27727074176073074,0.4491443060338497,0.7115957559100313,0.8608753094506338
34,2.3976573648539646e-05,0.25649136881221013,0.4509874269366264,0.7110275509283563,0.8608987722601356
35,2.1404630011522576e-05,0.2571537515277383,0.4532644473016262,0.711324050381906,0.8610168294241073
36,1.8947512507439848e-05,0.24625637180775217,0.45438179820775987,0.7117069192271059,0.8612609103976615
37,1.66149182565299e-05,0.24423123961724574,0.45542852841317655,0.7122892982725518,0.861424188384045
38,1.4416052942640132e-05,0.23774234350747284,0.45714062042534354,0.7123105450425479,0.8613814045465046
