epoch,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12
1,0.011644868078954106,0.0,0.014054206915888661,0.0067606364638771585,0.06797610378627973,0.19509216623456294,0.22785009951029353,0.10371612581604114,8.157249263034721e-05,0.05277998418653681,4.534043868385775e-06,0.1415134223224267,0.0
2,0.35939308340856857,0.011341841442300713,0.1083394053260911,0.21004093341576022,0.5649789267608261,0.3510946256679628,0.3309489918094104,0.19767796676903693,0.10307650506540388,0.07712515055986342,0.007114962093775653,0.5516779109626427,0.07501915698474457
3,0.5950022943253368,0.1346609790388548,0.2041935943514717,0.4957575722414481,0.6982435999573949,0.4780613226578399,0.40847803186963133,0.2734342534342264,0.43098016554930724,0.21233957446433407,0.13100978468569346,0.6190764837093432,0.2393690936133741
4,0.6646315889337132,0.21645597207599995,0.34127815067112827,0.5905840757329992,0.7897688910531865,0.5248783524854206,0.4577987522959442,0.41309801678565494,0.5771158419559412,0.3188895636619243,0.303763809104375,0.6812502053607382,0.4014423824362082
5,0.688723783254528,0.24120961815013167,0.4874304183410501,0.6294752174838757,0.8278283373176988,0.5433707820670466,0.48800729776282953,0.5028621069072505,0.6084261506999875,0.3888446209897961,0.43243273811693117,0.7267456068555707,0.5074428364095421
6,0.7025486007921428,0.2438327556995824,0.6091497420267417,0.65678471235876,0.8589898841384469,0.5602987388763232,0.5111916150362928,0.5470549615712268,0.6286045619428101,0.4289054106543916,0.5070516395235765,0.7575917672645445,0.566543560287936
7,0.7186971083442371,0.24502757657359273,0.6715409230293685,0.6711049855282114,0.8737184626180926,0.5756490894957617,0.5324187181792182,0.5754316481032131,0.6388140245677429,0.45066809821495657,0.5531137205893932,0.7773547727453438,0.5959830211254898
8,0.7278838959552837,0.25015804653743773,0.7079293461419275,0.6797347878365482,0.8864273678146967,0.5903136830986675,0.5437916293808128,0.5940338237241407,0.6450976870308233,0.47000582361045773,0.5792614017637755,0.7916672412165003,0.6023466845873265
9,0.7425957821410801,0.24614401943435146,0.7292933092152637,0.6888757782261157,0.8931895317487396,0.5955886512934194,0.55559315515611,0.6039683300321598,0.654369170766218,0.4846175205368852,0.5912896799176168,0.7990932707647579,0.6090123717331956
10,0.7522555319680044,0.24713028601904022,0.7373454260379015,0.6973525126782938,0.8982748224577204,0.6023422898959219,0.5598074187293256,0.6057505777820354,0.6645610483083625,0.49738848718725537,0.5874780473457273,0.8032513303816614,0.6124827296310409
11,0.7617347435302277,0.25197016854433074,0.7439027001776413,0.7047432987110205,0.9021528433593259,0.6126733812880707,0.5649194129653969,0.6113626147518013,0.6720912946037757,0.5053415094418924,0.5876548723302817,0.8077844606148552,0.6186274733183847
12,0.7663645047608939,0.24945707988273913,0.7513788574688924,0.7105452845641829,0.90580371305817,0.6182787241396753,0.5717407136327275,0.6100051846132615,0.6789998124366728,0.5148657051648661,0.6030494320168204,0.8102231832134335,0.6256787910453894
13,0.7690429678651616,0.25374748664309377,0.7579137058586394,0.7140276561192854,0.9087607490512867,0.6264820871972818,0.5791782279897467,0.6149572874129233,0.6843167105909109,0.5190891155280887,0.6070365951644713,0.8139563122540187,0.6294964160139489
14,0.7696115563449333,0.25315867101841594,0.763603845361699,0.7169851388809417,0.9110178529973678,0.6302485413001102,0.5821137148098597,0.6175315464310689,0.6859108254074274,0.5211063968344744,0.5995267255635671,0.8163315942993287,0.634346560229635
15,0.774923839062615,0.25375640434614766,0.7675767405219402,0.7208443375258217,0.9128712857051454,0.6353212601879139,0.5849325138719331,0.6185937540401775,0.6910615484540216,0.5221740902416943,0.6043453605013076,0.8195005938401012,0.6393728892130772
16,0.7768690468689647,0.2584024297899402,0.769343891803161,0.7230340975774362,0.91482582025109,0.6395453716048299,0.5874897276066104,0.6199211658814721,0.6970597761489329,0.5245448957143662,0.6101024547596934,0.8214387842069073,0.6434700816454847
17,0.7793169002466038,0.2590536449401625,0.7709527134487348,0.7248530964733476,0.9164059472385796,0.6425138477990785,0.5880975351926955,0.6215680552331889,0.7035835392528578,0.527894233526004,0.622874683691663,0.8226193949671784,0.6452142022340518
18,0.7790352492750227,0.2587025662135529,0.7729161171194935,0.7262725240817295,0.9178759611475474,0.6456526572664992,0.5890618335959457,0.6273300654714976,0.7087265918356467,0.5299721380539862,0.6272928962086333,0.8247639330585222,0.647188742327493
19,0.7799245306572405,0.2594233403024323,0.7734706984458034,0.7275932624393648,0.9188065241072167,0.6494193830714057,0.5917529399620056,0.629225943350591,0.7116348899730256,0.5333052566617811,0.618386503105246,0.8280117961512239,0.6512307476901974
20,0.7827695580988292,0.25885737072214443,0.7733289025487626,0.729411310641852,0.920230809503395,0.6524306712936309,0.593910271645604,0.6316818215239822,0.7141414072694956,0.5367348928735493,0.6132405766029794,0.8297381269227262,0.6550292106883863
21,0.7839096570609622,0.2608450704225352,0.7737089235677405,0.7314029961614521,0.9209173251139148,0.6553662346051785,0.5960321583942262,0.6331857296288079,0.7159915238141121,0.539007436388316,0.6139243157469373,0.8311410872711734,0.6581987035270579
