epoch,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12
1,0.18267012727787227,3.987980227594032e-06,0.0,0.000840684160414446,0.33249154642848544,0.006296973905272875,0.10427154076143628,0.04953898970590704,0.11244589868857907,0.009345200190471156,0.0,0.4810629543211219,0.027525694723066943
2,0.4562849386099563,4.89615651713405e-05,0.02892631897964613,0.07618205096172981,0.36140987269876124,0.09398459732356886,0.3449019602600556,0.15408458768902394,0.33894656304650417,0.13904036237955322,0.00012966735644353187,0.4784464545915447,0.15134535172607655
3,0.5704640444540641,0.05385408052671462,0.09067648765037412,0.3727585358080539,0.4977225226695216,0.29021182954232005,0.4212504420033022,0.33749630374594886,0.4522685854873525,0.237593067763364,0.09849075027613106,0.5413530204961196,0.33159771258134924
4,0.6513498020880386,0.3375600023668114,0.27730917881868866,0.4890671437999613,0.6675788478312908,0.42599053619056093,0.47194309365093934,0.4822714527416139,0.5339396148619023,0.2836750151680839,0.3163379281569652,0.6300280012187122,0.4521889523917979
5,0.6925409742699613,0.4189988946840918,0.43791540285195657,0.5525598045840523,0.7930110679466367,0.5131466290679101,0.5070352129126222,0.548738774264126,0.5763376090903766,0.34169953489447896,0.476221621519442,0.7126496309877068,0.5428736254128752
6,0.7087115312163844,0.4267617743363743,0.5161417873707668,0.5920893343848144,0.8362422911265476,0.5711498919519108,0.5306772741595178,0.5905282938315048,0.6089003355235872,0.3714683403918423,0.5986609590095778,0.7675323641160384,0.5971561905894236
7,0.7191274113952445,0.42834944116472407,0.5641837128521806,0.6170027311166248,0.8546878741650411,0.6076031739587505,0.5465804172996289,0.6169162249248522,0.6281651545862483,0.3936035836917912,0.6619026139844165,0.7991037112495374,0.6393224636622695
8,0.7301058986711301,0.43551026828034467,0.609584526988274,0.6370677041501565,0.8640834403755744,0.6273023050289513,0.55903293275855,0.6307195596106032,0.6402648004672713,0.4153701943627803,0.6768096095062605,0.8165388637371463,0.6616029059582215
9,0.7370222424087234,0.4604219158229237,0.6296181895000268,0.650422204958463,0.8721840694313087,0.6375253491851326,0.56925901660187,0.6370088439462891,0.650538233924182,0.4304045972058214,0.6866590210926284,0.8265524268736502,0.6818143682652846
10,0.745531505820389,0.4604996472029903,0.6478754757662626,0.6598308719467323,0.8781031666569992,0.6457335632623834,0.576343472364509,0.6421472898494119,0.6593351780600002,0.4389352492266906,0.6909579740108733,0.8339894168668701,0.7003958565964538
11,0.7548693553970662,0.4631367685384596,0.6634386622015924,0.666633303443344,0.882351107040489,0.6512305652055339,0.5820052015780954,0.6456560762925111,0.6663671187093951,0.4436754772962762,0.6926196099985273,0.8397648470044093,0.7085976289139393
12,0.759962905114814,0.47303900925454895,0.6800301812589267,0.6746896508365314,0.8845047859318449,0.6562974873432025,0.5880065076070139,0.6516145001027708,0.6709071477405785,0.44785376045480446,0.6961058375411331,0.8450631904707889,0.7153700928104826
13,0.7654883029242593,0.4822818708351498,0.6927154768902531,0.6821300220189005,0.8873128292602697,0.6601843693900343,0.5916698201950348,0.6544267724740385,0.6784425687883814,0.4540507979866537,0.7019267296092802,0.8487223784156274,0.7190333128179947
14,0.7679836262196608,0.4815383757891857,0.7010652875523643,0.6867810542142067,0.8906345710742417,0.662512100295193,0.5936490522754471,0.6563372807134656,0.6818673888626152,0.45796784359642684,0.7042445978743866,0.8511269566250425,0.7213212770542453
15,0.7696124213714899,0.48268431753889673,0.704470853152264,0.6897292618905339,0.8950974082683112,0.6654195145775543,0.5981914062218144,0.6584097707029319,0.6850723094573827,0.46340760497661904,0.7080085770505818,0.8525019777042478,0.7226827834844134
16,0.7679696107001361,0.4859456062515583,0.7070073718173077,0.6932995800430779,0.897868526699318,0.6677404930294598,0.6023921966015682,0.6628373981689324,0.6893470122247926,0.4715563183371247,0.7094944773372387,0.8541293514599229,0.7256236520631363
17,0.7702974796166073,0.4886384602644318,0.7086335502850115,0.6963212113500998,0.9009033625380449,0.6699987095601116,0.6068032139751957,0.6675314903983591,0.6939606593351706,0.4724107348379495,0.7117031864384656,0.8560987429531404,0.7282384784998776
18,0.7707845738617071,0.4866437688805867,0.7107325056204408,0.7006353850056429,0.9033431350848198,0.670929730072639,0.6100171162823126,0.6707040689921274,0.6983241668200165,0.4742562246955692,0.7109297479368738,0.8567969217493077,0.7297085947412186
19,0.7739194742200862,0.4878533716214945,0.7153005382998077,0.7042513034785172,0.9039828398974279,0.6704029881385379,0.6129530903288741,0.6752594115974647,0.7016968576235476,0.4702083818360244,0.7178823963340188,0.8582902318069666,0.7315687424429533
20,0.7759546106384422,0.48509272504473466,0.7201051511849059,0.7066315676588087,0.9050765643754558,0.6722049106821055,0.614761028079818,0.6726764625116978,0.7039650448590793,0.4728420099564276,0.7189790819897374,0.8593848823718941,0.7337481637778756
21,0.7775755439345277,0.48496169528591426,0.7226885066326407,0.7080151013311403,0.9059426018204335,0.6738031527209335,0.6171570012699985,0.673686009876357,0.7042878541613852,0.47151850117781324,0.7207637148020755,0.8601644687450042,0.7353381193235973
22,0.7800761118645421,0.4874551208427448,0.7272770511296076,0.7101228726520985,0.9073394828086364,0.6752687562051142,0.6177963462635273,0.6727029995924347,0.7049199299642469,0.4685402469708461,0.7168720006147212,0.8615953016842873,0.7378009068800709
23,0.7801838120270935,0.495169434832365,0.7320900828183377,0.7122267561087959,0.9076867868558004,0.6766665501600947,0.620492379044808,0.6754418090612114,0.7086116817101724,0.4654818626806277,0.7184817916405235,0.8625065150438285,0.7406304850971009
24,0.779597389515686,0.4977137633406403,0.7337802620023045,0.7152076644030639,0.9081283587517559,0.6784813964971127,0.6223980144053437,0.6775656567252671,0.7097363061041415,0.4676644525536399,0.7248061430857217,0.863536461693569,0.7416061754105032
25,0.7797391592130013,0.4958067773970465,0.7325947703411069,0.7172862475826949,0.9082593791756025,0.680136689341556,0.6237348608310045,0.678514622954065,0.7107598070730753,0.47003958901092346,0.7252399796398479,0.8646733557487032,0.7424627776535171
26,0.7799637684840798,0.4937371418855734,0.7336017990958469,0.7193070133452553,0.9090652797524209,0.6819949398837347,0.6257359446322174,0.6814702998168999,0.7117844301390515,0.4716705851424699,0.7281756586499426,0.8659795273441664,0.7440646264491326
27,0.780845386254961,0.4942388541758938,0.7396987369399424,0.719905881101776,0.9101404106741968,0.6834038986008962,0.62897364157411,0.6834391421363769,0.7132563253597902,0.4651365582123174,0.7328826683176486,0.8672303193237295,0.7454786379617998
28,0.781285223666339,0.49860942530845936,0.7412019530552041,0.722268207066768,0.9104458220681309,0.6860093979230101,0.6314719703093296,0.6842377582067863,0.713374081467154,0.4624121914019839,0.7346084584284149,0.8686766790033873,0.7465574922523801
29,0.7816720789501319,0.4906484342792506,0.7430416340684226,0.7245019991571038,0.9101180763230735,0.6876445696103495,0.6319980697394149,0.6822890302892911,0.7142551793584841,0.46667384388445765,0.7351441097698386,0.8699276182632343,0.7476820030906626
30,0.7818215456232277,0.4818325447959959,0.7391974535388093,0.7251368564504207,0.9106055224865489,0.6897519662772832,0.6319702801908953,0.6838180322966507,0.7134720792889071,0.4700070104962488,0.7417345729140414,0.8712727310668015,0.7467156006338763
31,0.7818489443097065,0.47941270838168837,0.7421432242047358,0.7250791550010462,0.9105955085710493,0.6904389946186811,0.6319440477717713,0.683669942207955,0.7109597769126136,0.47015115455544065,0.7454795865651155,0.8719721939234134,0.7470305947418697
32,0.7808086935183202,0.47601151338226066,0.7444170401835594,0.7258089083128131,0.9109083002114088,0.6901761634212902,0.6324702976640008,0.6835773554334655,0.7089353753621691,0.4655121089501488,0.7477486946457997,0.8724369790619853,0.749983167331759
33,0.7812812537559503,0.47663731558624745,0.7478960501771789,0.7284195302783592,0.9107029761833069,0.6919215130155334,0.6331598423482302,0.6834967016358033,0.7091214466315862,0.46897757079201413,0.7462699877612182,0.8734217742518522,0.7526581491331741
34,0.7811057111420665,0.4768150817195265,0.7493440262305543,0.7292986762541589,0.9112647645479364,0.6930858422643653,0.6338518884130417,0.6844747833334432,0.7090128116610847,0.4666535041064796,0.7511837436075491,0.8740376655541462,0.7548044447856151
35,0.7813545182283591,0.4774079692711606,0.7490942395474324,0.7295428807421795,0.9116977349242514,0.6926760705547093,0.6334218120852811,0.6851232500388126,0.7095627807863486,0.46393559110221777,0.7530007114632901,0.8742516230112319,0.7536408288321116
36,0.7822563730090527,0.4703819603997505,0.7486796847564728,0.7301492739063501,0.9121387930858058,0.6930168504101931,0.6341795419686173,0.6858696141260956,0.7109590390608181,0.46495449350975626,0.7553050225833461,0.8748697959160031,0.7530301224286318
37,0.7834876970210239,0.4653154697819277,0.7486705559886604,0.7302156358270285,0.9119361688403566,0.6932862097106371,0.63518188334905,0.6864772832993026,0.7113797499465428,0.4634582344618206,0.7563106499057374,0.8759992613561455,0.7539907992283439
38,0.783733457191615,0.4635513890941649,0.749439612968889,0.7302316544364031,0.9122895446173653,0.6933787939275333,0.635711954729932,0.6874783615061126,0.7106252942358601,0.4600317593077602,0.7542414665871514,0.8766757094451338,0.7544088851517716
39,0.7844558135632245,0.46120638437740696,0.7495596223380542,0.7310014613915425,0.9124235482262825,0.6932452460957899,0.6359777750814535,0.688560197401164,0.7139584597836678,0.4554310042772477,0.7548317714296484,0.8771303378856697,0.7546639730052235
40,0.7835362219492157,0.45854041664492096,0.748659848626183,0.7320244972516236,0.9124418534344372,0.6940054621376832,0.6358088335548224,0.6895706744744934,0.7161320555025984,0.4556903497186325,0.7566246988236406,0.8777945334262788,0.7546699757344643
41,0.7833815210104703,0.45560460421378,0.747978483611966,0.7323679344943285,0.9124761064421786,0.6948361037601389,0.6359224029258539,0.6904658973762097,0.718441925091967,0.45594766372894596,0.7563311152012837,0.8779850029263162,0.7534235296568679
42,0.7831927741246392,0.45583966084859534,0.7479448453665388,0.7323539095863618,0.9126055767161458,0.695276184881274,0.6361387312580182,0.6914114747341059,0.7191610093009834,0.45627591526598205,0.7556245196930272,0.8780148109356575,0.753330286475199
43,0.7827145961116676,0.45209986353383363,0.7470339285101395,0.7316731692586643,0.9123381251176964,0.695482021828405,0.6361753673555568,0.6930612135976534,0.7180972745967761,0.45395442163589,0.7561276297401198,0.878146725516534,0.7523518934236926
44,0.7822102534174542,0.44793341222987626,0.7468223340593347,0.731188236382875,0.9124574490559441,0.6954978362383045,0.6366731245288476,0.6939843988036061,0.7174801063115983,0.4534224535935077,0.7558747732569402,0.878449020805001,0.75244662081098
