epoch,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12
1,0.08446075538810768,0.0016300537871221097,0.0,0.03868769139493955,0.15526742008529942,0.09887723911486723,0.19976233254240391,0.10387684833138092,0.07026265874979383,0.00033680806424369393,0.0,0.02047508835431699,0.024438904351003127
2,0.27953897123762794,0.03547671499721938,0.0,0.22385751613075242,0.2593549562878998,0.19202539172628774,0.31457082484510734,0.25425078113317434,0.25454045005351345,0.023139750617573618,0.0,0.5484087974436903,0.18294107324935072
3,0.4368161793701763,0.17215595804905184,0.03362019487303659,0.4446507926167026,0.4311745712516388,0.3131070518955565,0.38182554611136116,0.36009821198578745,0.4047232197854561,0.11411001356113805,6.633514610606874e-05,0.6480789512725654,0.3263159140621629
4,0.5132713004468983,0.2300488977676601,0.1862167386903962,0.5406169024855769,0.5215979819259974,0.4096847513509815,0.4260806278991185,0.41913004056865866,0.486257899081806,0.19319167389418906,0.015694662813797246,0.6858954230590135,0.4586886359112853
5,0.5765394073967959,0.2761459825683937,0.4057014185396413,0.6061592085988131,0.6790905214443438,0.5228097912338403,0.4680604883656751,0.4896153292113781,0.5499984306998832,0.2873311990721715,0.1756214915797915,0.7219587920013151,0.5654696102575414
6,0.6114614632982701,0.31705321859364644,0.49482429657769916,0.6333445498788538,0.771197128224244,0.5805814444561407,0.4911948999110508,0.5224309190346286,0.5842306275910021,0.35334440086853475,0.43798046717518324,0.7474286890333579,0.6153432918104815
7,0.6398607331161259,0.338876754037596,0.5578311543868394,0.6494514632290167,0.8241237649103818,0.6147762034785629,0.5077256736873929,0.5515645098242626,0.5997188517457972,0.39403200613747646,0.6041469071817394,0.7652689746138884,0.6427098878295707
8,0.6661267969944794,0.33794516432342814,0.6058770841139003,0.6679099511096189,0.8538839652790773,0.6396682015293756,0.5220490763979463,0.5688052561938796,0.6052842636905553,0.4257714694191542,0.6702596211172882,0.7813116651176465,0.665349942996475
9,0.688997712213589,0.3481247228706004,0.6338419771939364,0.6786829398175379,0.8776018699988161,0.65994332201478,0.5321127296589361,0.579213186859448,0.6096104848198737,0.4503245400560381,0.7147122502955099,0.7926443365488232,0.679302721313939
10,0.7100501891450088,0.34736134924245077,0.6601983158964233,0.6872914827025208,0.891535903482937,0.6714879637678961,0.5430250938778076,0.5875352425600118,0.6163541267077813,0.4647487011999176,0.736889915287064,0.8027810114497266,0.6920220256632801
