epoch,lr,train_loss,valid_loss,valid_miou,valid_pixel_acc
1,9.990232305719945e-05,1.5655370530842234,2.326426941156387,0.06139044616642143,0.19964209807454986
2,9.960967771506666e-05,1.135007919005628,2.1349178910255433,0.19754655597863052,0.4799093484845542
3,9.912321891107009e-05,0.9884661224278264,1.9273588478565216,0.3128263799985185,0.6164353026840961
4,9.844486647586723e-05,0.9199080536575437,1.703168985247612,0.3912596566073368,0.6775694890259857
5,9.757729755661011e-05,0.8407556431473426,1.4849087864160537,0.4865001285361218,0.7403918977747519
6,9.652393605146844e-05,0.7730239541650569,1.2885192602872848,0.5508011843425457,0.7733662356043542
7,9.528893909706797e-05,0.6986774601651438,1.107458969950676,0.5915451449368192,0.7932271263229891
8,9.387718066217124e-05,0.7146092537064223,0.9554621383547783,0.6161724967909865,0.8072503212058126
9,9.229423231234974e-05,0.6806821856858596,0.8430673718452454,0.6342394456662945,0.8175219629887617
10,9.054634122155989e-05,0.6277617860890035,0.7550044462084771,0.647021640075602,0.8251992652728706
11,8.864040551740155e-05,0.5995568501874335,0.684034562855959,0.6543210508154854,0.8295153344171131
12,8.658394705735986e-05,0.5860549379257286,0.6272742263972759,0.6608160487677419,0.8333290246349067
13,8.438508174347008e-05,0.5548974626094291,0.5868816919624805,0.6645951881389712,0.8363534356642648
14,8.205248749256013e-05,0.524261436841023,0.5513541489839554,0.6698721766605401,0.8397511068324497
15,7.959536998847742e-05,0.5090979186806289,0.5236688278615474,0.6738666973768251,0.8424267538764726
16,7.702342635146032e-05,0.47390104989585635,0.5045103639364242,0.6769754669186205,0.8441753418044532
17,7.434680686803489e-05,0.45999960367034815,0.49075894728302955,0.6786248580539238,0.8456630128904009
18,7.157607493247108e-05,0.4763762801885605,0.4809510998427868,0.6816267121038206,0.8475418350558503
19,6.872216535789155e-05,0.4279792383781769,0.47490978315472604,0.6813359847801681,0.8482352511721847
20,6.579634122155988e-05,0.4268229645940493,0.47145492732524874,0.6819314141713383,0.8488934868752234
21,6.28101494146603e-05,0.4164063181704695,0.46991666555404665,0.681956215654309,0.8494531146246761
22,5.9775375071993364e-05,0.37742894513052216,0.46891213692724704,0.6827090289987191,0.8500532266420865
23,5.670399506143306e-05,0.3789607273332728,0.46804012544453144,0.683776551150409,0.8507553038984054
24,5.3608130716701005e-05,0.3396245970291162,0.4674768105149269,0.6847990342494447,0.8515441893986597
25,5.049999999999999e-05,0.35337165363554685,0.467851372435689,0.6849399649653941,0.8520249810898444
26,4.7391869283298976e-05,0.3518438162106388,0.4680182345211506,0.6861083155005946,0.8527577222811588
27,4.429600493856693e-05,0.3264336844660201,0.4681703582406044,0.6862498907930393,0.8530340804485176
28,4.122462492800662e-05,0.3083846865210143,0.4695575814694166,0.6869549318807646,0.8534755361289393
29,3.8189850585339674e-05,0.30017680309291156,0.4719977997243404,0.6878772975842545,0.8537729347424221
30,3.5203658778440106e-05,0.27906046882740354,0.4732481870800257,0.6883416316467122,0.8541467197988236
31,3.227783464210844e-05,0.26665045283500505,0.4758155051618814,0.6887096117833715,0.8540257153620453
32,2.942392506752889e-05,0.28490013947839254,0.47595093175768854,0.6908480486464399,0.8546994251977583
33,2.6653193131965075e-05,0.25811429635721184,0.4768074851483107,0.6910241896983766,0.8546860835427317
34,2.3976573648539646e-05,0.25023652041483224,0.47899257577955723,0.6900190285374275,0.8544692050980695
35,2.1404630011522576e-05,0.2467795931880579,0.48054835870862006,0.6902328600852508,0.8546733433557595
36,1.8947512507439848e-05,0.23921344209017245,0.48212194480001924,0.6899751229129107,0.8546850665149305
37,1.66149182565299e-05,0.23431603915099078,0.4845999777317047,0.6901474240433002,0.8548182424779749
38,1.4416052942640132e-05,0.21570503093161672,0.48790764808654785,0.6896275397656997,0.8546622435362087
39,1.235959448259843e-05,0.24048840788737783,0.4891635928303003,0.6897320123321167,0.8550643522700848
40,1.04536587784401e-05,0.22976141835346162,0.4920653492212296,0.6892619651032589,0.8551398966577273
41,8.70576768765026e-06,0.21933562369466578,0.4943622205406427,0.6888388283519675,0.8553278499568605
42,7.122819337828748e-06,0.23058746745751338,0.49656568355858327,0.6891650778660736,0.8556147283472813
43,5.711060902932039e-06,0.2341948608463665,0.49826826304197314,0.6895356653880911,0.8559121378965467
44,4.476063948531556e-06,0.23093249812815925,0.49945863112807276,0.6894926796242312,0.8560658403239232
45,3.4227024433898985e-06,0.21990551968228142,0.5008504193276166,0.6893139834402832,0.8561094522257643
46,2.555133524132766e-06,0.22161805109595353,0.5026232294738293,0.6892817324317473,0.8560817190805614
47,1.8767810889299075e-06,0.21689018344729202,0.5037344004958868,0.6891945932028302,0.8560671198105118
48,1.3903222849333503e-06,0.2193614381757922,0.5043850753456354,0.6893541832808489,0.8561840014571712
49,1.0976769428005576e-06,0.20895041239524037,0.5054802238941193,0.6893701811052974,0.8563043606827638
50,1e-06,0.20673468676190707,0.5059181705117226,0.6895103816457971,0.8564253323121936
1,9.990232305719945e-05,1.5837505752185606,2.322286033630371,0.05448226718037067,0.18541275274999944
2,9.960967771506666e-05,1.1183228290305947,2.1062175810337065,0.2024887741543491,0.5160326777812714
3,9.912321891107009e-05,0.9895570941691129,1.9177421122789382,0.3101548496061822,0.6033670969066083
4,9.844486647586723e-05,0.9161016491224181,1.713759332895279,0.4073488243404278,0.6678345426559394
5,9.757729755661011e-05,0.8330216344047643,1.5045256704092025,0.5048180766237296,0.733800660888724
6,9.652393605146844e-05,0.7776166828548383,1.313627201318741,0.5640934077854454,0.7691356186669788
7,9.528893909706797e-05,0.6957590842396958,1.1339866861701011,0.5991967701376761,0.7915035813376404
8,9.387718066217124e-05,0.7203807371592371,0.9746145069599151,0.6207122728705168,0.8066829946652627
9,9.229423231234974e-05,0.6710254484377567,0.8580704927444458,0.6386910170557207,0.8175419754713016
10,9.054634122155989e-05,0.6203434572279828,0.7662099450826645,0.6494690875478308,0.8253127677626421
11,8.864040551740155e-05,0.6007698621577436,0.6905594035983086,0.6567125697012516,0.8298640984024483
12,8.658394705735986e-05,0.5784558354871078,0.6331930585205555,0.6619361874011803,0.8336572512201271
13,8.438508174347008e-05,0.5390156779274251,0.5895643576979637,0.6659465536094752,0.836976545632922
14,8.205248749256013e-05,0.5327411262119341,0.5532288938760758,0.6713022080004916,0.8402082116180707
15,7.959536998847742e-05,0.5103910850278986,0.5247209697961808,0.6751692393293294,0.8429510153043218
16,7.702342635146032e-05,0.4686028772742493,0.5051394961774349,0.677311244391229,0.8446908546060555
17,7.434680686803489e-05,0.46747981452342097,0.491083998978138,0.6779838933783091,0.8458364762773125
18,7.157607493247108e-05,0.4806073694109167,0.4806977711617947,0.6796943597641463,0.8472823945444966
19,6.872216535789155e-05,0.41949836131911605,0.47415086776018145,0.6804466942214031,0.8479381150174894
20,6.579634122155988e-05,0.41804919808915575,0.470345102250576,0.680458408666374,0.8482896457558752
21,6.28101494146603e-05,0.4168156850263008,0.468149708211422,0.6807795569748492,0.848511696825806
22,5.9775375071993364e-05,0.38561844104116066,0.4667368732392788,0.6808867693670082,0.8493543754416962
23,5.670399506143306e-05,0.3754529354144942,0.46539062112569807,0.6821566229160353,0.8502638935621134
24,5.3608130716701005e-05,0.3327688192421535,0.464715925604105,0.6829374079168845,0.8510695108100651
25,5.049999999999999e-05,0.34043099764008194,0.4643082424998283,0.6851134580137834,0.85216626046795
26,4.7391869283298976e-05,0.3462279924431687,0.4645402912050486,0.6867049278873035,0.853248837351315
27,4.429600493856693e-05,0.32102799190665193,0.4661355409771204,0.686186509380997,0.8532687186044612
28,4.122462492800662e-05,0.30155669007473773,0.46824223920702934,0.6871917958663274,0.8536278715834646
29,3.8189850585339674e-05,0.293372225227221,0.47063828334212304,0.6878455032895281,0.8536148908092707
